Hugo_Symbol	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
HIATL1	1	0	0	0	0	1	1	1
HIF1AN	1	0	0	0	0	1	1	1
HIF3A	1	0	0	0	0	1	1	1
HIPK1	1	0	0	0	0	1	1	1
HIPK3	1	0	0	0	0	1	1	1
HIST1H2AG	1	0	0	0	0	1	1	1
HIST1H2AI	1	0	0	0	0	1	1	1
HIST1H2BC	1	0	0	0	0	1	1	1
HIST1H2BD	0	0	1	0	0	1	1	1
HIST1H2BJ	1	0	0	0	0	1	1	1
HIST1H2BK	1	0	0	0	0	1	1	1
HIST1H2BM	1	0	0	0	0	1	1	1
HIST1H3B	1	0	0	0	0	1	1	1
HIST1H3D	1	0	0	0	0	1	1	1
HIST1H4F	1	0	0	0	0	1	1	1
HIST1H4K	1	0	0	0	0	1	1	1
HIST2H2AB	1	0	0	0	0	1	1	1
HIST2H2AC	1	0	0	0	0	1	1	1
HIST2H2BF	1	0	0	0	0	1	1	1
HIST4H4	1	0	0	0	0	1	1	1
HLA-A	1	0	0	0	0	1	1	1
HLA-C	1	0	0	0	0	1	1	1
HLA-DQB1	1	0	0	0	0	1	1	1
HLA-K	0	0	0	1	0	1	1	1
HMGB2	1	0	0	0	0	1	1	1
HMGCR	1	0	0	0	0	1	1	1
HMMR	1	0	0	0	0	1	1	1
HMX3	1	0	0	0	0	1	1	1
HN1	1	0	0	0	0	1	1	1
HNRNPA1	0	1	0	0	0	1	1	1
HNRNPD	1	0	0	0	0	1	1	1
HOOK1	1	0	0	0	0	1	1	1
HOXA9	1	0	0	0	0	1	1	1
HOXC11	0	1	0	0	0	1	1	1
HOXC9	1	0	0	0	0	1	1	1
HOXD1	1	0	0	0	0	1	1	1
HPDL	1	0	0	0	0	1	1	1
HS3ST1	1	0	0	0	0	1	1	1
HS3ST5	1	0	0	0	0	1	1	1
HS6ST3	1	0	0	0	0	1	1	1
HSD17B7	1	0	0	0	0	1	1	1
HSD3B7	1	0	0	0	0	1	1	1
HSF1	1	0	0	0	0	1	1	1
HSF2	1	0	0	0	0	1	1	1
HSF2BP	1	0	0	0	0	1	1	1
HSPA14	1	0	0	0	0	1	1	1
HSPA1L	1	0	0	0	0	1	1	1
HSPA2	1	0	0	0	0	1	1	1
HSPG2	1	0	0	0	0	1	1	1
HTATSF1	1	0	0	0	0	1	1	1
HTR1B	1	0	0	0	0	1	1	1
HUNK	1	0	0	0	0	1	1	1
HVCN1	1	0	0	0	0	1	1	1
HYAL3	1	0	0	0	0	1	1	1
HYDIN	1	0	0	0	0	1	1	1
ICT1	1	0	0	0	0	1	1	1
IDH3A	1	0	0	0	0	1	1	1
IDO2	1	0	0	0	0	1	1	1
IER3	1	0	0	0	0	1	1	1
IFRD1	1	0	0	0	0	1	1	1
IFRD2	1	0	0	0	0	1	1	1
IFT172	1	0	0	0	0	1	1	1
IFT22	1	0	0	0	0	1	1	1
IFT80	1	0	0	0	0	1	1	1
IGFBP4	1	0	0	0	0	1	1	1
IGHD2-15	0	0	0	0	1	1	1	1
IGHD3-3	1	0	0	0	0	1	1	1
IGHD6-13	0	0	0	0	1	1	1	1
IGHJ2	1	0	0	0	0	1	1	1
IGHJ6	0	0	0	0	1	1	1	1
IGHV1-69	1	0	0	0	0	1	1	1
IGHV3-30	1	0	0	0	0	1	1	1
IGHV3-53	1	0	0	0	0	1	1	1
IGHV4-31	1	0	0	0	0	1	1	1
IGHV4-39	1	0	0	0	0	1	1	1
IGHV4-59	1	0	0	0	0	1	1	1
IGHV4-61	1	0	0	0	0	1	1	1
IGJ	1	0	0	0	0	1	1	1
IGKJ5	1	0	0	0	0	1	1	1
IGKV1-17	1	0	0	0	0	1	1	1
IGKV1D-13	1	0	0	0	0	1	1	1
IGKV2-24	1	0	0	0	0	1	1	1
IGKV2D-30	1	0	0	0	0	1	1	1
IGKV3D-11	1	0	0	0	0	1	1	1
IGLJ3	1	0	0	0	0	1	1	1
IGLV1-44	1	0	0	0	0	1	1	1
IGLV1-51	1	0	0	0	0	1	1	1
IGLV2-23	1	0	0	0	0	1	1	1
IGLV2-8	1	0	0	0	0	1	1	1
IGLV5-52	1	0	0	0	0	1	1	1
IGSF11	1	0	0	0	0	1	1	1
IGSF3	1	0	0	0	0	1	1	1
IGSF8	1	0	0	0	0	1	1	1
IKZF2	1	0	0	0	0	1	1	1
IL12RB1	1	0	0	0	0	1	1	1
IL2RA	1	0	0	0	0	1	1	1
IL37	1	0	0	0	0	1	1	1
IL4I1	1	0	0	0	0	1	1	1
IL4R	1	0	0	0	0	1	1	1
IL6ST	1	0	0	0	0	1	1	1
INHA	1	0	0	0	0	1	1	1
INHBA	1	0	0	0	0	1	1	1
INO80	1	0	0	0	0	1	1	1
INO80D	1	0	0	0	0	1	1	1
INPP5F	1	0	0	0	0	1	1	1
INSC	1	0	0	0	0	1	1	1
INTS1	1	0	0	0	0	1	1	1
INTS12	1	0	0	0	0	1	1	1
INTS7	1	0	0	0	0	1	1	1
IPO7	1	0	0	0	0	1	1	1
IRAK2	0	0	0	1	0	1	1	1
IRF1	1	0	0	0	0	1	1	1
IRF2	1	0	0	0	0	1	1	1
IRF2BP2	1	0	0	0	0	1	1	1
IRGM	1	0	0	0	0	1	1	1
IRS4	1	0	0	0	0	1	1	1
IRX2	1	0	0	0	0	1	1	1
ISLR	1	0	0	0	0	1	1	1
ISLR2	1	0	0	0	0	1	1	1
ITCH	0	1	0	0	0	1	1	1
ITGA2	0	0	0	1	0	1	1	1
ITGA4	1	0	0	0	0	1	1	1
ITGA5	1	0	0	0	0	1	1	1
ITGA6	1	0	0	0	0	1	1	1
ITGB4	1	0	0	0	0	1	1	1
ITIH1	1	0	0	0	0	1	1	1
ITLN1	1	0	0	0	0	1	1	1
ITPR2	1	0	0	0	0	1	1	1
IVL	1	0	0	0	0	1	1	1
IWS1	1	0	0	0	0	1	1	1
IZUMO2	1	0	0	0	0	1	1	1
JAG2	1	0	0	0	0	1	1	1
JAK3	1	0	0	0	0	1	1	1
JARID2	1	0	0	0	0	1	1	1
JMJD6	1	0	0	0	0	1	1	1
JMJD7-PLA2G4B	1	0	0	0	0	1	1	1
JSRP1	1	0	0	0	0	1	1	1
JUNB	1	0	0	0	0	1	1	1
KANK1	1	0	0	0	0	1	1	1
KAT6A	1	0	0	0	0	1	1	1
KBTBD13	1	0	0	0	0	1	1	1
KCNA3	1	0	0	0	0	1	1	1
KCND2	1	0	0	0	0	1	1	1
KCNE5	1	0	0	0	0	1	1	1
KCNH1	1	0	0	0	0	1	1	1
KCNH3	1	0	0	0	0	1	1	1
KCNH5	1	0	0	0	0	1	1	1
KCNH6	1	0	0	0	0	1	1	1
KCNH8	0	0	0	1	0	1	1	1
KCNJ3	1	0	0	0	0	1	1	1
KCNJ8	1	0	0	0	0	1	1	1
KCNK18	1	0	0	0	0	1	1	1
KCNK3	1	0	0	0	0	1	1	1
KCNN1	1	0	0	0	0	1	1	1
KCNN4	1	0	0	0	0	1	1	1
KCNQ3	1	0	0	0	0	1	1	1
KCNT2	1	0	0	0	0	1	1	1
KCNU1	1	0	0	0	0	1	1	1
KCP	1	0	0	0	0	1	1	1
KCTD10	1	0	0	0	0	1	1	1
KCTD19	1	0	0	0	0	1	1	1
KDELC2	1	0	0	0	0	1	1	1
KDM6A	1	0	0	0	0	1	1	1
KHDRBS2	1	0	0	0	0	1	1	1
KIAA0196	1	0	0	0	0	1	1	1
KIAA0226	1	0	0	0	0	1	1	1
KIAA0319	1	0	0	0	0	1	1	1
KIAA0355	1	0	0	0	0	1	1	1
KIAA0922	1	0	0	0	0	1	1	1
KIAA1107	1	0	0	0	0	1	1	1
KIAA1211L	1	0	0	0	0	1	1	1
KIAA1407	1	0	0	0	0	1	1	1
KIAA1549	1	0	0	0	0	1	1	1
KIF17	1	0	0	0	0	1	1	1
KIF25	1	0	0	0	0	1	1	1
KIF2B	1	0	0	0	0	1	1	1
KIF3B	1	0	0	0	0	1	1	1
KIF3C	1	0	0	0	0	1	1	1
KIF4B	1	0	0	0	0	1	1	1
KIF6	1	0	0	0	0	1	1	1
KIR3DL2	1	0	0	0	0	1	1	1
KLF15	1	0	0	0	0	1	1	1
KLF4	1	0	0	0	0	1	1	1
KLHL1	1	0	0	0	0	1	1	1
KLHL17	1	0	0	0	0	1	1	1
KLHL18	1	0	0	0	0	1	1	1
KLRC4-KLRK1	0	0	0	1	0	1	1	1
KMT2C	1	0	0	0	0	1	1	1
KRI1	1	0	0	0	0	1	1	1
KRIT1	1	0	0	0	0	1	1	1
KRT19	1	0	0	0	0	1	1	1
KRT23	1	0	0	0	0	1	1	1
KRT25	1	0	0	0	0	1	1	1
KRT33A	1	0	0	0	0	1	1	1
KRT6A	1	0	0	0	0	1	1	1
KRT85	1	0	0	0	0	1	1	1
KRTAP11-1	1	0	0	0	0	1	1	1
KRTAP2-4	1	0	0	0	0	1	1	1
KRTAP4-6	1	0	0	0	0	1	1	1
KRTAP5-2	1	0	0	0	0	1	1	1
KRTAP5-4	1	0	0	0	0	1	1	1
KRTCAP2	1	0	0	0	0	1	1	1
KTN1	0	1	0	0	0	1	1	1
KY	1	0	0	0	0	1	1	1
LAMA1	1	0	0	0	0	1	1	1
LAMP5	1	0	0	0	0	1	1	1
LAP3	1	0	0	0	0	1	1	1
LARP1	1	0	0	0	0	1	1	1
LARP1B	0	0	0	1	0	1	1	1
LATS2	1	0	0	0	0	1	1	1
LCE1A	1	0	0	0	0	1	1	1
LCMT1	1	0	0	0	0	1	1	1
LDOC1	1	0	0	0	0	1	1	1
LEKR1	1	0	0	0	0	1	1	1
LEPR	1	0	0	0	0	1	1	1
LGALS13	1	0	0	0	0	1	1	1
LGALS8	1	0	0	0	0	1	1	1
LILRA2	1	0	0	0	0	1	1	1
LIMS1	1	0	0	0	0	1	1	1
LIN28B	1	0	0	0	0	1	1	1
LINGO1	1	0	0	0	0	1	1	1
LINGO3	1	0	0	0	0	1	1	1
LIPM	1	0	0	0	0	1	1	1
LIPN	1	0	0	0	0	1	1	1
LITAF	1	0	0	0	0	1	1	1
LLGL2	1	0	0	0	0	1	1	1
LMAN1L	1	0	0	0	0	1	1	1
LMF1	1	0	0	0	0	1	1	1
LNX1	1	0	0	0	0	1	1	1
LONRF2	1	0	0	0	0	1	1	1
LONRF3	1	0	0	0	0	1	1	1
LOXHD1	1	0	0	0	0	1	1	1
LPIN1	1	0	0	0	0	1	1	1
LPIN2	1	0	0	0	0	1	1	1
LPPR4	1	0	0	0	0	1	1	1
LRAT	1	0	0	0	0	1	1	1
LRCH1	0	1	0	0	0	1	1	1
LRIG1	1	0	0	0	0	1	1	1
LRIT2	1	0	0	0	0	1	1	1
LRP8	1	0	0	0	0	1	1	1
LRRC15	1	0	0	0	0	1	1	1
LRRC23	1	0	0	0	0	1	1	1
LRRC30	1	0	0	0	0	1	1	1
LRRC32	1	0	0	0	0	1	1	1
LRRC38	1	0	0	0	0	1	1	1
LRRC39	1	0	0	0	0	1	1	1
LRRC4	1	0	0	0	0	1	1	1
LRRC4B	1	0	0	0	0	1	1	1
LRRC7	1	0	0	0	0	1	1	1
LRRC73	1	0	0	0	0	1	1	1
LRRC75A	1	0	0	0	0	1	1	1
LRRFIP1	1	0	0	0	0	1	1	1
LRRFIP2	1	0	0	0	0	1	1	1
LRRN1	1	0	0	0	0	1	1	1
LSAMP	1	0	0	0	0	1	1	1
LSM8	1	0	0	0	0	1	1	1
LTBP2	1	0	0	0	0	1	1	1
LY9	1	0	0	0	0	1	1	1
LYRM5	1	0	0	0	0	1	1	1
LZTS2	1	0	0	0	0	1	1	1
MAB21L2	1	0	0	0	0	1	1	1
MACF1	1	0	0	0	0	1	1	1
MACROD2	1	0	0	0	0	1	1	1
MAEA	1	0	0	0	0	1	1	1
MAF	1	0	0	0	0	1	1	1
MAF1	1	0	0	0	0	1	1	1
MAGEB10	1	0	0	0	0	1	1	1
MAGEB16	1	0	0	0	0	1	1	1
MAGEB6	1	0	0	0	0	1	1	1
MAGEC3	1	0	0	0	0	1	1	1
MALRD1	1	0	0	0	0	1	1	1
MAML3	1	0	0	0	0	1	1	1
MAN1B1	1	0	0	0	0	1	1	1
MAN2B2	1	0	0	0	0	1	1	1
MAOB	1	0	0	0	0	1	1	1
MAP1A	1	0	0	0	0	1	1	1
MAP3K10	1	0	0	0	0	1	1	1
MAP4K3	1	0	0	0	0	1	1	1
MAP7D2	1	0	0	0	0	1	1	1
MAP7D3	1	0	0	0	0	1	1	1
MAPK8IP3	1	0	0	0	0	1	1	1
MAPKAPK2	1	0	0	0	0	1	1	1
MARCH10	1	0	0	0	0	1	1	1
MARCH7	1	0	0	0	0	1	1	1
MARCKSL1	1	0	0	0	0	1	1	1
MARCO	1	0	0	0	0	1	1	1
MBD5	0	1	0	0	0	1	1	1
MBL2	1	0	0	0	0	1	1	1
MBOAT2	1	0	0	0	0	1	1	1
MCC	1	0	0	0	0	1	1	1
MCF2	1	0	0	0	0	1	1	1
MCF2L	1	0	0	0	0	1	1	1
MCHR1	1	0	0	0	0	1	1	1
MCM10	1	0	0	0	0	1	1	1
MCM7	1	0	0	0	0	1	1	1
MCOLN1	1	0	0	0	0	1	1	1
ME1	1	0	0	0	0	1	1	1
ME3	1	0	0	0	0	1	1	1
MED13L	1	0	0	0	0	1	1	1
MED16	1	0	0	0	0	1	1	1
MED22	1	0	0	0	0	1	1	1
MED29	0	1	0	0	0	1	1	1
MEGF8	1	0	0	0	0	1	1	1
MERTK	1	0	0	0	0	1	1	1
MESDC2	1	0	0	0	0	1	1	1
MET	1	0	0	0	0	1	1	1
METTL1	1	0	0	0	0	1	1	1
METTL16	1	0	0	0	0	1	1	1
METTL4	1	0	0	0	0	1	1	1
MFSD6	1	0	0	0	0	1	1	1
MGAM	1	0	0	0	0	1	1	1
MGAT5	1	0	0	0	0	1	1	1
MGAT5B	1	0	0	0	0	1	1	1
MIA	1	0	0	0	0	1	1	1
MIB2	1	0	0	0	0	1	1	1
MICAL2	1	0	0	0	0	1	1	1
MICAL3	1	0	0	0	0	1	1	1
MID2	1	0	0	0	0	1	1	1
MIPEP	1	0	0	0	0	1	1	1
MITF	1	0	0	0	0	1	1	1
MKRN2	1	0	0	0	0	1	1	1
MLC1	1	0	0	0	0	1	1	1
MLLT4	1	0	0	0	0	1	1	1
MLLT6	0	1	0	0	0	1	1	1
MMEL1	0	0	0	1	0	1	1	1
MMP16	1	0	0	0	0	1	1	1
MMP2	1	0	0	0	0	1	1	1
MOCS3	1	0	0	0	0	1	1	1
MON2	1	0	0	0	0	1	1	1
MOS	1	0	0	0	0	1	1	1
MPO	1	0	0	0	0	1	1	1
MPZL1	1	0	0	0	0	1	1	1
MRC2	0	1	0	0	0	1	1	1
MROH1	1	0	0	0	0	1	1	1
MROH8	1	0	0	0	0	1	1	1
MRPL19	1	0	0	0	0	1	1	1
MRPS27	1	0	0	0	0	1	1	1
MS4A8	1	0	0	0	0	1	1	1
MSANTD3	1	0	0	0	0	1	1	1
MSL2	1	0	0	0	0	1	1	1
MST1R	1	0	0	0	0	1	1	1
MSX1	1	0	0	0	0	1	1	1
MTA2	1	0	0	0	0	1	1	1
MTMR10	0	1	0	0	0	1	1	1
MTMR11	1	0	0	0	0	1	1	1
MTMR8	1	0	0	0	0	1	1	1
MTNR1A	1	0	0	0	0	1	1	1
MTNR1B	1	0	0	0	0	1	1	1
MTRR	1	0	0	0	0	1	1	1
MTUS1	1	0	0	0	0	1	1	1
MUC17	1	0	0	0	0	1	1	1
MUC4	1	0	0	0	0	1	1	1
MUM1	1	0	0	0	0	1	1	1
MURC	1	0	0	0	0	1	1	1
MX1	0	0	0	1	0	1	1	1
MYBL1	1	0	0	0	0	1	1	1
MYCBP2	1	0	0	0	0	1	1	1
MYF6	1	0	0	0	0	1	1	1
MYH6	1	0	0	0	0	1	1	1
MYL6B	1	0	0	0	0	1	1	1
MYO18A	1	0	0	0	0	1	1	1
MYO1D	1	0	0	0	0	1	1	1
MYO1E	0	1	0	0	0	1	1	1
MYO1F	1	0	0	0	0	1	1	1
MYO3A	1	0	0	0	0	1	1	1
MYO5B	1	0	0	0	0	1	1	1
MYO5C	1	0	0	0	0	1	1	1
MYO9B	0	1	0	0	0	1	1	1
MYOF	1	0	0	0	0	1	1	1
MYOG	1	0	0	0	0	1	1	1
MYOM1	1	0	0	0	0	1	1	1
MYOM2	1	0	0	0	0	1	1	1
MYT1L	1	0	0	0	0	1	1	1
NAA11	1	0	0	0	0	1	1	1
NAAA	1	0	0	0	0	1	1	1
NACC2	1	0	0	0	0	1	1	1
NADK2	1	0	0	0	0	1	1	1
NAGA	1	0	0	0	0	1	1	1
NAP1L5	1	0	0	0	0	1	1	1
NAPSA	1	0	0	0	0	1	1	1
NARFL	1	0	0	0	0	1	1	1
NASP	1	0	0	0	0	1	1	1
NBPF3	1	0	0	0	0	1	1	1
NCAM1	1	0	0	0	0	1	1	1
NCAPD3	1	0	0	0	0	1	1	1
NCAPG	1	0	0	0	0	1	1	1
NCBP2L	1	0	0	0	0	1	1	1
NCDN	1	0	0	0	0	1	1	1
NCKAP1	1	0	0	0	0	1	1	1
NCKAP5	1	0	0	0	0	1	1	1
NDP	1	0	0	0	0	1	1	1
NDST1	1	0	0	0	0	1	1	1
NEBL	1	0	0	0	0	1	1	1
NECAB3	1	0	0	0	0	1	1	1
NEDD4	1	0	0	0	0	1	1	1
NEDD4L	1	0	0	0	0	1	1	1
NEFL	1	0	0	0	0	1	1	1
NEGR1	1	0	0	0	0	1	1	1
NEK10	1	0	0	0	0	1	1	1
NEK7	1	0	0	0	0	1	1	1
NELFB	1	0	0	0	0	1	1	1
NELL1	1	0	0	0	0	1	1	1
NEURL1	1	0	0	0	0	1	1	1
NEUROD1	1	0	0	0	0	1	1	1
NF1	1	0	0	0	0	1	1	1
NFASC	1	0	0	0	0	1	1	1
NFATC1	1	0	0	0	0	1	1	1
NFATC2	1	0	0	0	0	1	1	1
NFATC2IP	1	0	0	0	0	1	1	1
NFIB	1	0	0	0	0	1	1	1
NFYA	1	0	0	0	0	1	1	1
NFYB	0	1	0	0	0	1	1	1
NFYC	1	0	0	0	0	1	1	1
NHS	1	0	0	0	0	1	1	1
NHSL2	1	0	0	0	0	1	1	1
NID2	1	0	0	0	0	1	1	1
NIPA2	1	0	0	0	0	1	1	1
NISCH	1	0	0	0	0	1	1	1
NKAIN2	1	0	0	0	0	1	1	1
NKAPL	1	0	0	0	0	1	1	1
NKD2	1	0	0	0	0	1	1	1
NKTR	1	0	0	0	0	1	1	1
NKX6-3	1	0	0	0	0	1	1	1
NLGN1	1	0	0	0	0	1	1	1
NME8	1	0	0	0	0	1	1	1
NMUR1	1	0	0	0	0	1	1	1
NONO	1	0	0	0	0	1	1	1
NOP2	1	0	0	0	0	1	1	1
NOSIP	1	0	0	0	0	1	1	1
NOTCH2	0	1	0	0	0	1	1	1
NPAS1	1	0	0	0	0	1	1	1
NPAS3	1	0	0	0	0	1	1	1
NPAS4	1	0	0	0	0	1	1	1
NPEPL1	1	0	0	0	0	1	1	1
NPEPPS	1	0	0	0	0	1	1	1
NPHS1	1	0	0	0	0	1	1	1
NPR2	1	0	0	0	0	1	1	1
NPY2R	1	0	0	0	0	1	1	1
NPY4R	1	0	0	0	0	1	1	1
NR2E3	1	0	0	0	0	1	1	1
NRAP	1	0	0	0	0	1	1	1
NSDHL	1	0	0	0	0	1	1	1
NT5DC3	1	0	0	0	0	1	1	1
NTM	1	0	0	0	0	1	1	1
NTRK3	1	0	0	0	0	1	1	1
NUAK1	1	0	0	0	0	1	1	1
NUDT22	1	0	0	0	0	1	1	1
NUDT5	1	0	0	0	0	1	1	1
NUF2	1	0	0	0	0	1	1	1
NUP188	1	0	0	0	0	1	1	1
NUP210	1	0	0	0	0	1	1	1
NUP98	1	0	0	0	0	1	1	1
NUTM1	1	0	0	0	0	1	1	1
NXPE1	1	0	0	0	0	1	1	1
NXPH2	1	0	0	0	0	1	1	1
NYAP2	1	0	0	0	0	1	1	1
OCA2	1	0	0	0	0	1	1	1
OCRL	1	0	0	0	0	1	1	1
OGFR	1	0	0	0	0	1	1	1
OGG1	1	0	0	0	0	1	1	1
OLFM1	1	0	0	0	0	1	1	1
OPCML	1	0	0	0	0	1	1	1
OPLAH	1	0	0	0	0	1	1	1
OPN1LW	1	0	0	0	0	1	1	1
OPN1SW	1	0	0	0	0	1	1	1
OPRK1	1	0	0	0	0	1	1	1
OPRM1	1	0	0	0	0	1	1	1
OPTN	1	0	0	0	0	1	1	1
OR10A4	1	0	0	0	0	1	1	1
OR10C1	1	0	0	0	0	1	1	1
OR10G8	1	0	0	0	0	1	1	1
OR10H3	1	0	0	0	0	1	1	1
OR10H5	1	0	0	0	0	1	1	1
OR13C5	1	0	0	0	0	1	1	1
OR13C9	1	0	0	0	0	1	1	1
OR14I1	1	0	0	0	0	1	1	1
OR14J1	1	0	0	0	0	1	1	1
OR1M1	1	0	0	0	0	1	1	1
OR2A5	1	0	0	0	0	1	1	1
OR2AK2	1	0	0	0	0	1	1	1
OR2L8	1	0	0	0	0	1	1	1
OR2M2	1	0	0	0	0	1	1	1
OR4C46	1	0	0	0	0	1	1	1
OR4C6	1	0	0	0	0	1	1	1
OR4D1	1	0	0	0	0	1	1	1
OR4D10	1	0	0	0	0	1	1	1
OR4D5	1	0	0	0	0	1	1	1
OR4N2	1	0	0	0	0	1	1	1
OR4S1	1	0	0	0	0	1	1	1
OR51A2	1	0	0	0	0	1	1	1
OR51M1	1	0	0	0	0	1	1	1
OR52A1	1	0	0	0	0	1	1	1
OR52H1	1	0	0	0	0	1	1	1
OR52L1	1	0	0	0	0	1	1	1
OR52M1	1	0	0	0	0	1	1	1
OR52N5	1	0	0	0	0	1	1	1
OR52W1	1	0	0	0	0	1	1	1
OR56A3	1	0	0	0	0	1	1	1
OR5AP2	1	0	0	0	0	1	1	1
OR5B21	1	0	0	0	0	1	1	1
OR5D16	1	0	0	0	0	1	1	1
OR5M1	1	0	0	0	0	1	1	1
OR5M8	1	0	0	0	0	1	1	1
OR5R1	1	0	0	0	0	1	1	1
OR5T2	1	0	0	0	0	1	1	1
OR6C75	1	0	0	0	0	1	1	1
OR6K6	1	0	0	0	0	1	1	1
OR6M1	1	0	0	0	0	1	1	1
OR6N1	1	0	0	0	0	1	1	1
OR6S1	1	0	0	0	0	1	1	1
OR7A10	1	0	0	0	0	1	1	1
OR7G1	1	0	0	0	0	1	1	1
OR8B2	1	0	0	0	0	1	1	1
OR8G5	1	0	0	0	0	1	1	1
OR8H1	1	0	0	0	0	1	1	1
OR8I2	1	0	0	0	0	1	1	1
OR8J1	1	0	0	0	0	1	1	1
OR8K5	1	0	0	0	0	1	1	1
OR9A4	1	0	0	0	0	1	1	1
ORC1	1	0	0	0	0	1	1	1
ORC5	1	0	0	0	0	1	1	1
OSBPL6	1	0	0	0	0	1	1	1
OSMR	1	0	0	0	0	1	1	1
OSTM1	1	0	0	0	0	1	1	1
OTOP1	1	0	0	0	0	1	1	1
OTOP2	1	0	0	0	0	1	1	1
OTUD4	1	0	0	0	0	1	1	1
OTULIN	1	0	0	0	0	1	1	1
OTX1	1	0	0	0	0	1	1	1
OTX2	1	0	0	0	0	1	1	1
OXCT1	1	0	0	0	0	1	1	1
P2RX4	1	0	0	0	0	1	1	1
P2RX5	0	1	0	0	0	1	1	1
P2RY1	1	0	0	0	0	1	1	1
P2RY4	1	0	0	0	0	1	1	1
P2RY6	1	0	0	0	0	1	1	1
P4HA3	1	0	0	0	0	1	1	1
PABPC3	1	0	0	0	0	1	1	1
PADI1	1	0	0	0	0	1	1	1
PAK6	1	0	0	0	0	1	1	1
PAK7	1	0	0	0	0	1	1	1
PALB2	1	0	0	0	0	1	1	1
PALD1	1	0	0	0	0	1	1	1
PALM3	1	0	0	0	0	1	1	1
PAM	1	0	0	0	0	1	1	1
PAPD7	1	0	0	0	0	1	1	1
PAQR7	1	0	0	0	0	1	1	1
PAQR9	1	0	0	0	0	1	1	1
PARD3B	1	0	0	0	0	1	1	1
PARD6G	1	0	0	0	0	1	1	1
PARG	1	0	0	0	0	1	1	1
PARK2	1	0	0	0	0	1	1	1
PARP12	1	0	0	0	0	1	1	1
PATE4	1	0	0	0	0	1	1	1
PAX1	1	0	0	0	0	1	1	1
PAX4	1	0	0	0	0	1	1	1
PAX8	1	0	0	0	0	1	1	1
PBDC1	1	0	0	0	0	1	1	1
PBRM1	1	0	0	0	0	1	1	1
PCBP3	1	0	0	0	0	1	1	1
PCDH20	1	0	0	0	0	1	1	1
PCDH9	1	0	0	0	0	1	1	1
PCDHA1	1	0	0	0	0	1	1	1
PCDHA11	1	0	0	0	0	1	1	1
PCDHA12	1	0	0	0	0	1	1	1
PCDHA2	1	0	0	0	0	1	1	1
PCDHA9	1	0	0	0	0	1	1	1
PCDHB1	1	0	0	0	0	1	1	1
PCDHB10	1	0	0	0	0	1	1	1
PCDHB13	1	0	0	0	0	1	1	1
PCDHGA1	1	0	0	0	0	1	1	1
PCDHGA12	1	0	0	0	0	1	1	1
PCDHGA7	1	0	0	0	0	1	1	1
PCF11	1	0	0	0	0	1	1	1
PCM1	0	0	0	1	0	1	1	1
PCNX	1	0	0	0	0	1	1	1
PCSK2	0	0	0	1	0	1	1	1
PCSK6	1	0	0	0	0	1	1	1
PCYOX1L	1	0	0	0	0	1	1	1
PDCL3	0	0	0	1	0	1	1	1
PDE10A	1	0	0	0	0	1	1	1
PDE1A	1	0	0	0	0	1	1	1
PDE1B	1	0	0	0	0	1	1	1
PDE4A	1	0	0	0	0	1	1	1
PDHA2	1	0	0	0	0	1	1	1
PDLIM1	1	0	0	0	0	1	1	1
PDLIM5	0	0	0	1	0	1	1	1
PDS5B	1	0	0	0	0	1	1	1
PDZD7	1	0	0	0	0	1	1	1
PEAR1	1	0	0	0	0	1	1	1
PELI1	1	0	0	0	0	1	1	1
PENK	1	0	0	0	0	1	1	1
PER1	1	0	0	0	0	1	1	1
PER2	1	0	0	0	0	1	1	1
PEX19	1	0	0	0	0	1	1	1
PEX2	1	0	0	0	0	1	1	1
PEX5L	0	1	0	0	0	1	1	1
PFDN2	1	0	0	0	0	1	1	1
PFN1	0	0	0	1	0	1	1	1
PGBD1	1	0	0	0	0	1	1	1
PGD	1	0	0	0	0	1	1	1
PGK2	1	0	0	0	0	1	1	1
PGM3	1	0	0	0	0	1	1	1
PHC1	1	0	0	0	0	1	1	1
PHF12	1	0	0	0	0	1	1	1
PHF2	1	0	0	0	0	1	1	1
PHF20	1	0	0	0	0	1	1	1
PHKA1	1	0	0	0	0	1	1	1
PHLDB1	1	0	0	0	0	1	1	1
PHLDB3	1	0	0	0	0	1	1	1
PHLPP2	0	1	0	0	0	1	1	1
PIEZO1	0	1	0	0	0	1	1	1
PIGP	1	0	0	0	0	1	1	1
PIGW	1	0	0	0	0	1	1	1
PIK3AP1	1	0	0	0	0	1	1	1
PIK3C2A	1	0	0	0	0	1	1	1
PIK3C2G	1	0	0	0	0	1	1	1
PIK3CD	1	0	0	0	0	1	1	1
PIK3CG	1	0	0	0	0	1	1	1
PIM2	1	0	0	0	0	1	1	1
PINK1	0	1	0	0	0	1	1	1
PIP5K1A	1	0	0	0	0	1	1	1
PITX2	1	0	0	0	0	1	1	1
PIWIL3	1	0	0	0	0	1	1	1
PIWIL4	0	0	0	1	0	1	1	1
PKD1L1	1	0	0	0	0	1	1	1
PKD1L2	1	0	0	0	0	1	1	1
PKD1L3	1	0	0	0	0	1	1	1
PKMYT1	1	0	0	0	0	1	1	1
PKN3	1	0	0	0	0	1	1	1
PLA2G2E	1	0	0	0	0	1	1	1
PLA2G4C	1	0	0	0	0	1	1	1
