Hugo_Symbol	Amp	Del	total	AlteredSamples
RN7SKP191	0	5	5	5
RN7SKP225	0	5	5	5
RN7SKP24	0	5	5	5
RN7SKP242	0	5	5	5
RN7SKP258	0	5	5	5
RN7SKP264	0	5	5	5
RN7SKP47	0	5	5	5
RN7SKP59	0	5	5	5
RN7SKP77	0	5	5	5
RN7SKP87	0	5	5	5
RN7SL100P	0	5	5	5
RN7SL123P	0	5	5	5
RN7SL151P	0	5	5	5
RN7SL157P	0	5	5	5
RN7SL158P	0	5	5	5
RN7SL159P	0	5	5	5
RN7SL181P	0	5	5	5
RN7SL187P	0	5	5	5
RN7SL227P	0	5	5	5
RN7SL22P	0	5	5	5
RN7SL25P	0	5	5	5
RN7SL302P	0	5	5	5
RN7SL30P	0	5	5	5
RN7SL328P	0	5	5	5
RN7SL338P	0	5	5	5
RN7SL343P	0	5	5	5
RN7SL412P	0	5	5	5
RN7SL422P	0	5	5	5
RN7SL430P	0	5	5	5
RN7SL462P	0	5	5	5
RN7SL463P	0	5	5	5
RN7SL544P	0	5	5	5
RN7SL560P	0	5	5	5
RN7SL565P	0	5	5	5
RN7SL570P	0	5	5	5
RN7SL57P	0	5	5	5
RN7SL592P	0	5	5	5
RN7SL5P	0	5	5	5
RN7SL640P	0	5	5	5
RN7SL659P	0	5	5	5
RN7SL665P	0	5	5	5
RN7SL720P	0	5	5	5
RN7SL722P	0	5	5	5
RN7SL75P	0	5	5	5
RN7SL763P	0	5	5	5
RN7SL787P	0	5	5	5
RN7SL794P	0	5	5	5
RN7SL849P	0	5	5	5
RN7SL98P	0	5	5	5
RNA5SP279	0	5	5	5
RNA5SP280	0	5	5	5
RNA5SP281	0	5	5	5
RNA5SP282	0	5	5	5
RNA5SP283	0	5	5	5
RNA5SP284	0	5	5	5
RNA5SP285	0	5	5	5
RNA5SP286	0	5	5	5
RNA5SP287	0	5	5	5
RNA5SP288	0	5	5	5
RNA5SP289	0	5	5	5
RNA5SP290	0	5	5	5
RNA5SP291	0	5	5	5
RNA5SP292	0	5	5	5
RNA5SP293	0	5	5	5
RNA5SP294	0	5	5	5
RNA5SP295	0	5	5	5
RNA5SP296	0	5	5	5
RNF183	0	5	5	5
RNF20	0	5	5	5
RNF208	0	5	5	5
RNF224	0	5	5	5
RNF38	0	5	5	5
RNU4ATAC11P	0	5	5	5
RNU4ATAC15P	0	5	5	5
RNU6ATAC	0	5	5	5
RNY4P1	0	5	5	5
RNY4P18	0	5	5	5
ROR2	0	5	5	5
RORB	0	5	5	5
RPL12	0	5	5	5
RPL35	0	5	5	5
RPL7A	0	5	5	5
RPP25L	0	5	5	5
RPS6	0	5	5	5
RRAGA	0	5	5	5
RUSC2	0	5	5	5
RXRA	0	5	5	5
S1PR3	0	5	5	5
SAPCD2	0	5	5	5
SARDH	0	5	5	5
SCAI	0	5	5	5
SCARNA8	0	5	5	5
SDCCAG3	0	5	5	5
SEC16A	0	5	5	5
SEC61B	0	5	5	5
SECISBP2	0	5	5	5
SEMA4D	0	5	5	5
SET	0	5	5	5
SETX	0	5	5	5
SH2D3C	0	5	5	5
SH3GL2	0	5	5	5
SH3GLB2	0	5	5	5
SHB	0	5	5	5
SHC3	0	5	5	5
SIGMAR1	0	5	5	5
SIT1	0	5	5	5
SLC1A1	0	5	5	5
SLC24A2	0	5	5	5
SLC25A25	0	5	5	5
SLC25A51	0	5	5	5
SLC27A4	0	5	5	5
SLC28A3	0	5	5	5
SLC2A6	0	5	5	5
SLC2A8	0	5	5	5
SLC31A1	0	5	5	5
SLC31A2	0	5	5	5
SLC34A3	0	5	5	5
SLC35D2	0	5	5	5
SLC44A1	0	5	5	5
SLC46A2	0	5	5	5
SMARCA2	0	5	5	5
SMC2	0	5	5	5
SMC5	0	5	5	5
SMU1	0	5	5	5
SNAPC3	0	5	5	5
SNAPC4	0	5	5	5
SNHG7	0	5	5	5
SNORA65	0	5	5	5
SNORA70C	0	5	5	5
SNORA84	0	5	5	5
SNORD121A	0	5	5	5
SNORD121B	0	5	5	5
SNORD24	0	5	5	5
SNORD36A	0	5	5	5
SNORD36B	0	5	5	5
SNORD36C	0	5	5	5
SNORD62	0	5	5	5
SNORD62A	0	5	5	5
SNORD62B	0	5	5	5
SNORD90	0	5	5	5
SNX18P3	0	5	5	5
SNX30	0	5	5	5
SOHLH1	0	5	5	5
SPAG8	0	5	5	5
SPATA31A1	0	5	5	5
SPATA31A2	0	5	5	5
SPATA31A3	0	5	5	5
SPATA31A4	0	5	5	5
SPATA31A5	0	5	5	5
SPATA31A6	0	5	5	5
SPATA31A7	0	5	5	5
SPATA31C1	0	5	5	5
SPATA31D1	0	5	5	5
SPATA31D3	0	5	5	5
SPATA31D4	0	5	5	5
SPATA31D5P	0	5	5	5
SPATA31E1	0	5	5	5
SPATA6L	0	5	5	5
SPIN1	0	5	5	5
SPINK4	0	5	5	5
SPTAN1	0	5	5	5
SPTLC1	0	5	5	5
SSNA1	0	5	5	5
ST6GALNAC4	0	5	5	5
ST6GALNAC6	0	5	5	5
STOM	0	5	5	5
STOML2	0	5	5	5
STRBP	0	5	5	5
STX17	0	5	5	5
STXBP1	0	5	5	5
SURF1	0	5	5	5
SURF2	0	5	5	5
SURF4	0	5	5	5
SURF6	0	5	5	5
SUSD1	0	5	5	5
SUSD3	0	5	5	5
SVEP1	0	5	5	5
SWI5	0	5	5	5
SYK	0	5	5	5
TAF1L	0	5	5	5
TAL2	0	5	5	5
TBC1D13	0	5	5	5
TBC1D2	0	5	5	5
TDRD7	0	5	5	5
TEK	0	5	5	5
TESK1	0	5	5	5
TEX10	0	5	5	5
TGFBR1	0	5	5	5
TJP2	0	5	5	5
TLE1	0	5	5	5
TLE4	0	5	5	5
TLN1	0	5	5	5
TLR4	0	5	5	5
TMC1	0	5	5	5
TMEFF1	0	5	5	5
TMEM141	0	5	5	5
TMEM2	0	5	5	5
TMEM203	0	5	5	5
TMEM210	0	5	5	5
TMEM215	0	5	5	5
TMEM245	0	5	5	5
TMEM246	0	5	5	5
TMEM252	0	5	5	5
TMEM38B	0	5	5	5
TMEM8B	0	5	5	5
TMEM8C	0	5	5	5
TMOD1	0	5	5	5
TNC	0	5	5	5
TNFSF15	0	5	5	5
TNFSF8	0	5	5	5
TOMM5	0	5	5	5
TOPORS	0	5	5	5
TOR1A	0	5	5	5
TOR1B	0	5	5	5
TOR2A	0	5	5	5
TOR4A	0	5	5	5
TPD52L3	0	5	5	5
TPM2	0	5	5	5
TPRN	0	5	5	5
TRAF1	0	5	5	5
TRAF2	0	5	5	5
TRIM14	0	5	5	5
TRIM32	0	5	5	5
TRMT10B	0	5	5	5
TRPM3	0	5	5	5
TRPM6	0	5	5	5
TRUB2	0	5	5	5
TSC1	0	5	5	5
TSTD2	0	5	5	5
TTC16	0	5	5	5
TTC39B	0	5	5	5
TTF1	0	5	5	5
TTLL11	0	5	5	5
TUBB4B	0	5	5	5
TUBBP5	0	5	5	5
TUSC1	0	5	5	5
TXN	0	5	5	5
TXNDC8	0	5	5	5
TYRP1	0	5	5	5
UAP1L1	0	5	5	5
UBAC1	0	5	5	5
UBAP1	0	5	5	5
UBAP2	0	5	5	5
UBE2R2	0	5	5	5
UBQLN1	0	5	5	5
UCK1	0	5	5	5
UGCG	0	5	5	5
UHRF2	0	5	5	5
UNC13B	0	5	5	5
URM1	0	5	5	5
USP20	0	5	5	5
VAV2	0	5	5	5
VCP	0	5	5	5
VLDLR	0	5	5	5
VPS13A	0	5	5	5
WDR31	0	5	5	5
WDR34	0	5	5	5
WDR38	0	5	5	5
WDR5	0	5	5	5
WNK2	0	5	5	5
XPA	0	5	5	5
ZBTB26	0	5	5	5
ZBTB34	0	5	5	5
ZBTB43	0	5	5	5
ZBTB5	0	5	5	5
ZBTB6	0	5	5	5
ZCCHC6	0	5	5	5
ZCCHC7	0	5	5	5
ZDHHC12	0	5	5	5
ZDHHC21	0	5	5	5
ZER1	0	5	5	5
ZFAND5	0	5	5	5
ZFP37	0	5	5	5
ZMYND19	0	5	5	5
ZNF169	0	5	5	5
ZNF189	0	5	5	5
ZNF367	0	5	5	5
ZNF462	0	5	5	5
ZNF483	0	5	5	5
ZNF484	0	5	5	5
ZNF510	0	5	5	5
ZNF618	0	5	5	5
ZNF658	0	5	5	5
ZNF782	0	5	5	5
ZNF79	0	5	5	5
ZNF883	0	5	5	5
AAR2	0	4	4	4
ACOT8	0	4	4	4
ACSS2	0	4	4	4
ACTL10	0	4	4	4
ACTR5	0	4	4	4
ADA	0	4	4	4
ADIG	0	4	4	4
ADNP	0	4	4	4
AHCY	0	4	4	4
ARFGEF2	0	4	4	4
ARHGAP40	0	4	4	4
ASIP	0	4	4	4
ASXL1	0	4	4	4
ATP9A	0	4	4	4
AURKA	0	4	4	4
B4GALT5	0	4	4	4
BCAS1	0	4	4	4
BCAS4	0	4	4	4
BLCAP	0	4	4	4
BPI	0	4	4	4
BPIFA1	0	4	4	4
BPIFA2	0	4	4	4
BPIFA3	0	4	4	4
BPIFA4P	0	4	4	4
BPIFB1	0	4	4	4
BPIFB2	0	4	4	4
BPIFB3	0	4	4	4
BPIFB4	0	4	4	4
BPIFB6	0	4	4	4
C20orf112	0	4	4	4
C20orf144	0	4	4	4
C20orf173	0	4	4	4
C20orf203	0	4	4	4
C20orf24	0	4	4	4
C20orf62	0	4	4	4
CASS4	0	4	4	4
CBFA2T2	0	4	4	4
CBLN4	0	4	4	4
CD40	0	4	4	4
CDH22	0	4	4	4
CDK5RAP1	0	4	4	4
CEBPB	0	4	4	4
CEP250	0	4	4	4
CHD6	0	4	4	4
CHMP4B	0	4	4	4
CNBD2	0	4	4	4
COMMD7	0	4	4	4
CPNE1	0	4	4	4
CSE1L	0	4	4	4
CSTF1	0	4	4	4
CTNNBL1	0	4	4	4
CTSA	0	4	4	4
CYP24A1	0	4	4	4
DBNDD2	0	4	4	4
DDX27	0	4	4	4
DHX35	0	4	4	4
DLGAP4	0	4	4	4
DNMT3B	0	4	4	4
DNTTIP1	0	4	4	4
DOK5	0	4	4	4
DPM1	0	4	4	4
DSN1	0	4	4	4
DYNLRB1	0	4	4	4
E2F1	0	4	4	4
EDEM2	0	4	4	4
EFCAB8	0	4	4	4
EIF2S2	0	4	4	4
EIF6	0	4	4	4
ELMO2	0	4	4	4
EMILIN3	0	4	4	4
EPB41L1	0	4	4	4
EPPIN	0	4	4	4
ERGIC3	0	4	4	4
EYA2	0	4	4	4
FAM209A	0	4	4	4
FAM209B	0	4	4	4
FAM210B	0	4	4	4
FAM65C	0	4	4	4
FAM83C	0	4	4	4
FAM83D	0	4	4	4
FER1L4	0	4	4	4
FITM2	0	4	4	4
GCNT7	0	4	4	4
GDAP1L1	0	4	4	4
GDF5	0	4	4	4
GDF5OS	0	4	4	4
GGT7	0	4	4	4
GHRH	0	4	4	4
GSS	0	4	4	4
GTSF1L	0	4	4	4
HNF4A	0	4	4	4
IFT52	0	4	4	4
ITCH	0	4	4	4
JPH2	0	4	4	4
KCNB1	0	4	4	4
KCNG1	0	4	4	4
KCNK15	0	4	4	4
KCNS1	0	4	4	4
KIAA1755	0	4	4	4
L3MBTL1	0	4	4	4
LBP	0	4	4	4
LINC00489	0	4	4	4
LINC00494	0	4	4	4
LINC00651	0	4	4	4
LINC00657	0	4	4	4
LPIN3	0	4	4	4
MAFB	0	4	4	4
MANBAL	0	4	4	4
MAP1LC3A	0	4	4	4
MAPRE1	0	4	4	4
MATN4	0	4	4	4
MC3R	0	4	4	4
MIR3194	0	4	4	4
MIR3616	0	4	4	4
MIR3617	0	4	4	4
MIR3646	0	4	4	4
MIR4755	0	4	4	4
MIR4756	0	4	4	4
MIR499A	0	4	4	4
MIR548O2	0	4	4	4
MIR644A	0	4	4	4
MIR645	0	4	4	4
MMP24	0	4	4	4
MMP9	0	4	4	4
MOCS3	0	4	4	4
MROH8	0	4	4	4
MYBL2	0	4	4	4
MYH7B	0	4	4	4
MYL9	0	4	4	4
NCOA3	0	4	4	4
NCOA5	0	4	4	4
NCOA6	0	4	4	4
NDRG3	0	4	4	4
NECAB3	0	4	4	4
NEURL2	0	4	4	4
NFATC2	0	4	4	4
NFS1	0	4	4	4
NNAT	0	4	4	4
OCSTAMP	0	4	4	4
OSER1	0	4	4	4
PABPC1L	0	4	4	4
PARD6B	0	4	4	4
PCIF1	0	4	4	4
PFDN4	0	4	4	4
PHF20	0	4	4	4
PI3	0	4	4	4
PIGT	0	4	4	4
PIGU	0	4	4	4
PKIG	0	4	4	4
PLCG1	0	4	4	4
PLTP	0	4	4	4
PPP1R16B	0	4	4	4
PREX1	0	4	4	4
PROCR	0	4	4	4
PTGIS	0	4	4	4
PTPN1	0	4	4	4
PTPRT	0	4	4	4
PXMP4	0	4	4	4
R3HDML	0	4	4	4
RALGAPB	0	4	4	4
RALY	0	4	4	4
RBM12	0	4	4	4
RBM39	0	4	4	4
RBPJL	0	4	4	4
RIMS4	0	4	4	4
RN7SKP100	0	4	4	4
RN7SKP173	0	4	4	4
RN7SKP184	0	4	4	4
RN7SKP185	0	4	4	4
RN7SKP271	0	4	4	4
RN7SKP33	0	4	4	4
RN7SL116P	0	4	4	4
RN7SL156P	0	4	4	4
RN7SL170P	0	4	4	4
RN7SL194P	0	4	4	4
RN7SL197P	0	4	4	4
RN7SL237P	0	4	4	4
RN7SL243P	0	4	4	4
RN7SL31P	0	4	4	4
RN7SL443P	0	4	4	4
RN7SL511P	0	4	4	4
RN7SL603P	0	4	4	4
RN7SL615P	0	4	4	4
RN7SL636P	0	4	4	4
RN7SL666P	0	4	4	4
RN7SL672P	0	4	4	4
RN7SL680P	0	4	4	4
RNA5SP483	0	4	4	4
RNA5SP484	0	4	4	4
RNA5SP485	0	4	4	4
RNA5SP486	0	4	4	4
RNA5SP487	0	4	4	4
RNF114	0	4	4	4
RNU4ATAC7P	0	4	4	4
RNU6ATAC38P	0	4	4	4
ROMO1	0	4	4	4
RPN2	0	4	4	4
RPRD1B	0	4	4	4
RTFDC1	0	4	4	4
SALL4	0	4	4	4
SAMHD1	0	4	4	4
SCAND1	0	4	4	4
SDC4	0	4	4	4
SEMG1	0	4	4	4
SEMG2	0	4	4	4
SERINC3	0	4	4	4
SGK2	0	4	4	4
SLA2	0	4	4	4
SLC12A5	0	4	4	4
SLC13A3	0	4	4	4
SLC2A10	0	4	4	4
SLC32A1	0	4	4	4
SLC35C2	0	4	4	4
SLC9A8	0	4	4	4
SLPI	0	4	4	4
SNAI1	0	4	4	4
SNHG11	0	4	4	4
SNHG17	0	4	4	4
SNORA60	0	4	4	4
SNORA71A	0	4	4	4
SNORA71B	0	4	4	4
SNORA71C	0	4	4	4
SNORA71D	0	4	4	4
SNORD12	0	4	4	4
SNORD12B	0	4	4	4
SNORD12C	0	4	4	4
SNTA1	0	4	4	4
SNX21	0	4	4	4
SOGA1	0	4	4	4
SPAG4	0	4	4	4
SPATA2	0	4	4	4
SPATA25	0	4	4	4
SPINT3	0	4	4	4
SPINT4	0	4	4	4
SRC	0	4	4	4
SRSF6	0	4	4	4
STAU1	0	4	4	4
STK4	0	4	4	4
SULF2	0	4	4	4
SUN5	0	4	4	4
SYS1	0	4	4	4
TFAP2C	0	4	4	4
TGIF2	0	4	4	4
TGM2	0	4	4	4
TLDC2	0	4	4	4
TMEM189	0	4	4	4
TNNC2	0	4	4	4
TOMM34	0	4	4	4
TOP1	0	4	4	4
TOX2	0	4	4	4
TP53INP2	0	4	4	4
TP53RK	0	4	4	4
TP53TG5	0	4	4	4
TRPC4AP	0	4	4	4
TSHZ2	0	4	4	4
TTI1	0	4	4	4
TTPAL	0	4	4	4
UBE2C	0	4	4	4
UBE2V1	0	4	4	4
UQCC	0	4	4	4
VSTM2L	0	4	4	4
WFDC10A	0	4	4	4
WFDC10B	0	4	4	4
WFDC11	0	4	4	4
WFDC12	0	4	4	4
WFDC13	0	4	4	4
WFDC2	0	4	4	4
WFDC3	0	4	4	4
WFDC5	0	4	4	4
WFDC6	0	4	4	4
WFDC8	0	4	4	4
WFDC9	0	4	4	4
WISP2	0	4	4	4
YWHAB	0	4	4	4
ZFAS1	0	4	4	4
ZFP64	0	4	4	4
ZHX3	0	4	4	4
ZMYND8	0	4	4	4
ZNF217	0	4	4	4
ZNF334	0	4	4	4
ZNF335	0	4	4	4
ZNF341	0	4	4	4
ZNFX1	0	4	4	4
ZSWIM1	0	4	4	4
ZSWIM3	0	4	4	4
ATP2B1	0	3	3	3
BCL2L1	3	0	3	3
BTG1	0	3	3	3
C12orf74	0	3	3	3
C12orf79	0	3	3	3
CCDC41	0	3	3	3
CCER1	0	3	3	3
CCM2L	3	0	3	3
CEP290	0	3	3	3
CLLU1	0	3	3	3
CLLU1OS	0	3	3	3
COX4I2	3	0	3	3
CRADD	0	3	3	3
DCN	0	3	3	3
DEFB115	3	0	3	3
DEFB116	3	0	3	3
DEFB118	3	0	3	3
DEFB119	3	0	3	3
DEFB121	3	0	3	3
DEFB122	3	0	3	3
DEFB123	3	0	3	3
DEFB124	3	0	3	3
DUSP15	3	0	3	3
DUSP6	0	3	3	3
EEA1	0	3	3	3
EPYC	0	3	3	3
FGD6	0	3	3	3
FOXS1	3	0	3	3
FRG1B	3	0	3	3
GALNT4	0	3	3	3
HCK	3	0	3	3
HM13	3	0	3	3
ID1	3	0	3	3
KERA	0	3	3	3
KITLG	0	3	3	3
KRT19P2	0	3	3	3
LINC00028	3	0	3	3
LINC00615	0	3	3	3
LINC00936	0	3	3	3
LUM	0	3	3	3
METAP2	0	3	3	3
MIR3193	3	0	3	3
MIR331	0	3	3	3
MIR3685	0	3	3	3
MIR492	0	3	3	3
MIR5700	0	3	3	3
MIR663A	3	0	3	3
MRPL42	0	3	3	3
MYLK2	3	0	3	3
NDUFA12	0	3	3	3
NR2C1	0	3	3	3
NUDT4	0	3	3	3
PDRG1	3	0	3	3
PLAGL2	3	0	3	3
PLEKHG7	0	3	3	3
PLXNC1	0	3	3	3
POC1B	0	3	3	3
POFUT1	3	0	3	3
REM1	3	0	3	3
RN7SKP263	0	3	3	3
RN7SL330P	0	3	3	3
RN7SL483P	0	3	3	3
RN7SL630P	0	3	3	3
RN7SL737P	0	3	3	3
RNA5SP364	0	3	3	3
RNA5SP365	0	3	3	3
RNA5SP480	3	0	3	3
RNA5SP481	3	0	3	3
RNA5SP482	3	0	3	3
SOCS2	0	3	3	3
TM9SF4	3	0	3	3
TMCC3	0	3	3	3
TMTC3	0	3	3	3
TPX2	3	0	3	3
TSPY26P	3	0	3	3
TTLL9	3	0	3	3
UBE2N	0	3	3	3
USP44	0	3	3	3
VEZT	0	3	3	3
XKR7	3	0	3	3
